,headline,reviewBody,Author Name,Published Year,Published Month,Published Day,Review,SA Negative,SA Positive,Review Case
272,BE CAREFUL,"BE CAREFULthey came up with to take money for downloading.when you took contract after they say about thatMobile speed explainedWe offer three Unlimited data plans - each built around how you use mobile data. There are no limitations on the amount of data you can use, but there is a limit on the speed at which you can use your data with the Unlimited Lite and Unlimited plans.How using data changes on each planDownloading a 3min (4MB) song takes on average:Gigabyte plans - Near instantUnlimited Max - Near instantUnlimited - 3 secondsUnlimited Lite - Under 15 seconds",Zhanna,2021,12,12,1,0.018,0,Negative
273,I was with Vodafone 18minths contract…,I was with Vodafone 18minths contract no broadband at all dint browse anything so been paying £100 with phone contract a month had to get bt fiber second line to survive  Vodafone never again had enough when contract finish they purswade me to sign another contract very smart not again,Pasha,2021,12,12,1,0.043,0.058,Positive
274,We raised a complaint with Vodafone,We raised a complaint with Vodafone. After nearly 18 months of having WiFi in the top of our house we cannot get WiFi anymore. They have not been able to resolve the issue. The complaints either ignores me twists everything or lies about events. I have asked for a complaint to be raised about how she has handled the complaint.ignored again. She has not resolved the issue and has washed her hands of it.she now says I am not guaranteed WiFi and to pay more.she also won’t give me the details of who Vodafone are regulated by. Avoid Vodafone at all costs. We used them before and it eww awful. We only went back years later because they were the provider for our fibre optic line.we are at the point where we are considering going back to normal broadband because we can’t bare to have to use Vodafone,Vicki Oatway,2021,12,12,1,0.128,0.028,Negative
275,Thay are the worst company always…,Thay are the worst company always having problems with bills and stuff,Gabi,2021,12,11,1,0.405,0,Negative
276,its slow as fuk,its slow as fuk,Kacper Zwiernik,2021,12,11,1,0,0,Positive
277,The most frustrating network experience I've had,"I have had so many problems since joining Vodafone as a pay as you go customer. I have ended up spending so much money on credit due to the app not working correctly, and my deals getting messed up. I tried to fix it once in a store, and the girl was useless. Told me it had been fixed and I'd get a text. Never happened. When roaming in Ireland, I get a text to say I can use my plan as normal. This just wasn't true, I got charged through the nose. When I tried to ring the numbers to add extra data, the number never worked. I'm counting down the days until I change networks and never come back.",Emily Nolan,2021,12,11,2,0.101,0.046,Negative
278,Vodafone  - dreadful customer service,I ordered a new iPhone 2 weeks ago.  I paid for it but it still hasn’t arrived.  Calling them proved useless - they just cut you off and send a txt blaming DPD on or they look up wrong account info and tell you it’s being despatched in 48 hoursThey are expert at giving excuses.I wrote to CEO’s office and they emailed me to say they are looking into it and will come back in 24 hrs.  Nothing has been received!  I tried the Vodafone number many times - can’t get through.  I have now spent enough time on this.  I wonder if they have a dispute going on with DPD - maybe they haven’t paid them.  Two weeks have now elapsed.  No update from them.  Save yourself the hassle don’t buy from them or you’ll get this kind of ‘customer service’!Beware,Liz,2021,12,11,1,0.143,0.058,Negative
279,Upgrade that never arrived,"Where to start.... Upgraded on 26th November. Was told it would be with me within 3-5 days due to delays. All previous upgrades had been next day delivery but I thought it's fine. Waited for my text confirming delivery.... It never came. Rang them daily to be told I would hear something in the next 24 hours as my case was being made high priority. Still nothing, rang on the 3rd of December and told them to cancel my order since it still hadn't even dispatched from the warehouse. Got some sob story about an issue at the warehouse but told them I'd heard it all before so cancel my order. Another week goes by and still no text or email to confirm my cancellation. So I ring again on the 11th of December. Wait on hold for almost 35 minutes. Enquire about my cancellation and get told that due to my order being ""processed"" this cannot be canceled. To which I was obviously fuming as I requested the cancellation on the 3rd of December... Said to them I'm cancelling my direct debit then to which they put me on hold for another 20 mins while they spoke to a manager. Was then told ""ok we can cancel your order"". Two hours later and still no confirmation of this... Absolute joke of a company. Direct debit will be cancelled then calling to terminate contract.",Gareth Neale,2021,12,11,1,0.102,0.031,Negative
280,By far the worst contact system on the…,By far the worst contact system on the planet .,Customer,2021,12,11,1,0.339,0,Negative
281,Absolutely shocking service,"I ordered an additional phone for my daughters birthday on the 26/11/21,was told it would be a few days to wait for the phone. 3 weeks later and several calls still no phone. I have been told it will definitely be dispatched in a few days and that has been and gone. I have been told it's at the warehouse and DPD are delaying the delivery.  I checked DPD status in my area and there are no delays. I then tried to cancel the order and was told I couldn't as it was already in the warehouse.  I would have to wait for the phone to arrive and then take it back to the store to cancel the contract and get my deposit back. I now have take out another contract with EE , pay another up front fee but will have the phone by tomorrow.  I seriously can't believe Vodafone are still taking money with false promise of phones being delivered!Update,  order still not received.  I am not able to ask for support via Facebook or twitter as I do not have access to either of these forums.",Serena Meakin,2021,12,11,1,0.053,0.046,Negative
282,Don't use Vodafone,"Moved to Vodafone and ordered a phone that was next day delivery. That was two weeks ago, not had any explanation. Why I decided to move to Vodafone without checking the reviews I'll never know.",Fraser Wilson,2021,12,10,1,0,0,Positive
283,Hopeless customer care,"I couldn't get access to my computer so I phoned the ""help"" desk. I was told that there was plenty of help on Vodafone's website. Er...I can't get access to my computer! Next question, ""have you tried switching off and back on?"" Er...I can't switch my computer on! After another couple of inane comments and questions, I eventually received the help I needed and my problem was solved 2 days later.Next problem. Every month I receive a phone call from Vodafone at around 7am telling me that my next bill is available to view. This is very annoying and unnecessary as I also receive an email from them later the same day. I have complained to customer care twice so far but have yet to receive the courtesy of a reply.I can't wait for my contract to expire.",K. Unwin,2021,12,10,2,0.055,0.082,Positive
284,21st century North London no signal for months!!!,"My experience is with the network. In 21st century, in densely populated part of North London for approx 3 months I have no signal. After long hours with chat advisors and tech support and different troubleshooting on my part and many lies and excuses and pity ""good will gestures"" they tell me that they will fix the issue in 6 months. Their status/signal checker claims that all is fine and signal should be great but it is straight lie. I have intermittent signal and cannot even make phone call. Shame that I had to leave after many years with Vodafone. Shame on you Vodafone in 21st century not having signal in EN4 East Barnet. Why lying and charging clients for lack of service! Shame on you and your lies (network status checker that does not represent current reality).",Dawid Dimow,2021,12,10,1,0.191,0.072,Negative
285,Painful,"Painful, slow and the staff actually do not understand or listen to anything you ask/need. There is no logic applied to any situation. It takes forever to access support online or on the phone. Way too many security checks and pointless emails.It is easier to purchase a new house than it is to upgrade with vodafone.",Missaimee Trowton,2021,12,10,1,0.081,0.125,Positive
286,False advertising,"False advertising. Very bad service. ordered 2 upgrades, one was for my elderly mother who's phone stopped working and now had no communication method. Vodafone was offering 3-5 day delivery due to order delays - OK not as fast as normal but time of year. Ordered first 2 weeks ago later no phones or update. Are blaming DPD for not collecting their orders. No, vodafone has choice to use DPD so this is Vodafones fault. Despite huge backlogs they are still accepting new orders promising 3-5 day delivery which they have no intention of meeting. Very bad customer service and false advertising - if no phone shortly will be referring to trading standards and ofcom as this is just lying to customers",Paul Maciver,2021,12,10,1,0.247,0.06,Negative
287,After years of loyal custom and…,After years of loyal custom and currently having 5 contract phones through Vodafone I am extremely disappointed that I am waiting so long for my upgrade. After eventually getting to chat to an advisor they blatantly lied and told me it was being dispatched within 24 hours. Even more annoying is that f@#£*@g robot on live chat. 1 star is too good,Andy ,2021,12,10,1,0.132,0.088,Negative
288,mother fucckerss i call customer service…,mother fucckers i call customer service i wait 1 hour no 1 answer the phone you are fuccking bustert fucck you vodafone,ali,2021,12,9,1,0.115,0,Negative
289,Terrible company,"Worst company I have ever dealt with , I am currently with Vodafone mobile, my broadband package contract came to an end with ee, so I joined Vodafone on 08/11/21.the online  offer was an amazon fire tablet for joining Vodafone broadband but I never received this when I contacted Vodafone they came up with an excuse and fobbed me off. So I never received the tablet and cannot cancel my contract as the 14 days have expired. Would not advise anybody to go with Vodafone complete morons. Once my mobile phone contract ends I certainly will not be renewing it with Vodafone. And that goes for my broadband too. UPDATE--I have now requested a pac code and will move to another network and pay off my contract early  just to get rid of Vodafone.",Gary Whitehurst,2021,12,9,1,0.066,0.06,Negative
290,Vodafone referred me to a Debt Collector,"I received a letter from Vodafone on 2nd November 2021 to tell me that I owed them £21.78 and the debt had been handed over to CCS Collect, a debt collection company. This was the first I heard about it. I immediately phoned Vodafone to see what this money was for, but they were unable even to find my account! After the call I wrote to them to confirm the call and to ask for a statement or some other proof that I owe this money. I then received a letter from CCS Collect asking for the money. I wrote back, by recorded mail, to ask the same as I’d previously asked Vodafone: what is this money for? I am still waiting to hear.Update 10/12/21: I've tried your Facebook page and cannot communicate with anyone? What is the best way to talk to someone at Vodafone who can help me?",Howard Allen,2021,12,9,1,0.024,0.069,Positive
291,Upgrade Fiasco,"Usually have good service with Vodafone so didn't think twice about upgrading to a new phone with them. What they failed to tell me on check-out is that they're struggling to keep up with demand so their dispatch times are a far later than stated. My phone should have arrived by today but it hasn't even been dispatched yet. And judging from other comments on social media, it's likely it won't be dispatched for a while. This leaves me barely getting by with a broken phone and there's nothing I can do about it until Vodafone catch up with their orders. Had I known I'd have to wait longer for my order, I'd have upgraded through another company. Vodafone need to tell customers about the current state of dispatch  times BEFORE they order.",Customer ,2021,12,9,1,0.071,0.015,Negative
292,Worst provider ever!!,This was the worst experience i've had ever! so bad I gave upAfter 3 failed attempts to get broadband and hours on hold I'd had enough and went with another service.Save yourself the time and stress its just not worth it.Worst provider ever!!,JZ,2021,12,9,1,0.324,0,Negative
293,Less than minus 5 star company,"If u could give no stars or minus rating my opinion of switching my broadband and landline services is NOTHING LESS THAN A JOKE.I chose to switch to them on a deal advertised, on November 10th.I was meant to be switched over on 25 November. Someone at Vodafone must have given my provider EE the impression that I was moving house. That was nonsense.On November 25th my landline stopped working and my broadband service is STILL WITH EE and I am using EE router to connect to the Internet.I am classed as VULNERABLE and my hospital tried calling my landline yesterday 7th December but obviously couldn't get any ring tone as the service is DEAD.As a cancer patient I was getting both MRI AND CT scans and my hospital were trying to find out if I was attending. They had to contact my GP to ask them to contact me and find out if I was attendingI made a complaint to Vodafone last week and they have defaulted on the timescale they said they would be in touch with me. They do not answer emails and forget about contact with their online chat service which is worse than a jokeVodafone you have caused me stress and time and left a vulnerable cancer patient who also has a a mental health condition without my landline and you don't even supply my broadband either!OFCOM are aware and state that my switch over should have been seamless and completely handled by YOU.This is your mess, you fix things and the longer you don't fix this the more compensation I am ENTITLED to.# Vodafone...... don't even go there!",Rob Dickson,2021,12,9,1,0.126,0.019,Negative
294,Appalling service,Been with Vodafone since 2001 last month change to a Sim only contract they took extra money out of my account last month and then when I spoke to them they were going to refund it this month but this didn’t happen and I still got billed for a lot more than what I should’ve done tried to phone in this morning and the phone got put down on me after I spoke to the woman the chat Internet does not work and then spoke to another bloke when when I phoned back and failed the security questions which were the same ones as last month which I got right and now I’ve got to go into the store to reset it all disgusting customer services and company needs to be looked into,Scott Wakefield,2021,12,9,1,0.067,0.023,Negative
295,Stay away from Vodafone,"Vodafone now offering order on 22 Dec before 10pm and get your new phone before Christmas. I ordered a phone 2 Dec and it looks like it won’t be delivered before Christmas. So how the hell can you order on the 22 and get it before people who ordered at the beginning of the month. Absolute lies. VODAFONE YOU ARE LIARS, You don’t give a toss about the consumer you’re just after getting more money and then not delivering your promise.",Carol,2021,12,9,1,0.156,0.028,Negative
296,I'm overall very happy with Vodafone,"I'm overall very happy with Vodafone. Using them for three years now, and just upgraded with a new phone. Although looks like there were some delays with delivery, they informed me about that. I also use Vodafone Broadband and mostly no issues at all. I hope Vodafone will offer TV packages in the future.Sometimes things go wrong, and it's good to have patience and everything get sorted. Staff is mostly helpful and Vodafone apps for checking the bills, usage is good too. And not to forget Rewards. I do recommend Vodafone.",Ted,2021,12,9,5,0.074,0.209,Positive
297,Cancellation fee is a shame,"Shameless company! I had to leave the country for work for long term. They made me pay the 14 months left on my contract (with £40 discount what a joke!). I get to pay 13 months now and they stop the line. They should be offering a much higher discount for such leaving circonstances OR at least let you use the contract up to the value of your final bill. As soon as I am back in the UK, no chance to go back to Vodafone...",Daniel,2021,12,9,1,0.128,0.05,Negative
298,Shocking service from a company I have…,"Shocking service from a company I have given 25 years to as a customer. I ordered an IPhone 13 Pro Max on the 9th November and it has still not arrived. I received a text on the 19th November saying that I would be updated in 10 days if I still haven’t received my order. Absolutely nothing! I tried to call, but was on hold for too long so had to abandon ship (we all have to work!). Finally got through yesterday - 2 phone calls later, and my phone won’t arrive until the 22nd December. Carphone Warehouse have a far cheaper offer on Vodafone which they wouldn’t match (and they can deliver on the 23rd). But they won’t cancel my order - they say that it is in the system and I will have to wait until it is delivered to return it??? I will have waited 6 weeks for a phone that was supposed to arrive in 1-2 that they haven’t even updated me about the delayed delivery? I am out of contract and asked for my pac code to leave, but they said I couldn’t get it until my phone is returned (which I haven’t even received, and won’t for another 2 weeks??). I then will have to order from another provider and potentially wait even longer. I just want to leave!! I don’t want the phone. I am sure this can’t be legal as I have not received any goods (advice welcome). This is the last straw in an extremely bad past with Vodafone service 😫😫😫",N Peters,2021,12,9,1,0.083,0.03,Negative
299,Slow slow slow and awful customer service,"So I try and order a replacement sim. Get told to chat on line to someone, but then there's noone available to chat to. Get told to call customer services but when the automated system knows you want to order a replacement sim, it tells you to go online and hangs up. Thanks for sending me in circles Vodafone!If you keep telling the chat bot your want to speak to an adviser you finally get through to someone. My SIM was ordered over a week ago now, was told it'd take two days to arrive. Ask for an update, get assured it'll be delivered Monday. It's now Thursday and still not arrived... How is it so difficult to send out a SIM card! Terrible customer service when it's the only time I've ever contacted you. You claim to know how stressful a time it is when your device is lost/stolen but the fact it's taking so long to send me a replacement SIM is just unacceptable.Once this contract is over, I'm moving providers.",MHL,2021,12,9,1,0.074,0.055,Negative
300,Worst sim provider,Worst sim provider ever delivery delayed ok now that I got my sim I activated it and it said wait for 24 hours so I did after those hours it didn’t work I contacted them they told me to wait amother 24 hours so I did it’s been going on for 4 days now and it’s really pissing me off soo please don’t buy Vodafone sim please it’s a waste of time,Csv Wf,2021,12,9,1,0.154,0.089,Negative
301,How do I get a job with the Vodafone…,How do I get a job with the Vodafone social media team.   Having read through all the complaints and responses from Vodafone it appears their only job on here is to post a standard template response regardless of the issue Got to be the easiest job in the world 😂,Tom,2021,12,9,1,0.055,0.057,Positive
302,Vodafone is really bad ı m with…,Vodafone is really bad ı m with vodafone  since 6 years. But ı do not wanna see any vodafone thınk…,Cahit Oney,2021,12,9,1,0.202,0,Negative
303,Another Shambolic Transaction,"Another shambolic episode with this awful company. Phoned for an upgrade and was offered a watch as part of the deal.When I got the paperwork I noticed the agent had put through the wrong handset so called them back. Was on hold for 90 minutes only to be told they couldn't amend tje order so it was have to be cancelled and a new one placed which took over an hour. After nearly 2 weeks the watch arrived but no phone and I noticed the watch had been allocated to a different number on my account incorrectly. Another 2 hours on the phone to them only to be told that the mistake with the watch cannot be corrected until the phone is delivered which may take another week! And during the call I was told I was being ""unprofessional"" because I complained about being placed on gold for 20 minutes at a time during the call. And the best bit is they are taking the direct debit even though I don't have a service that works!",David Wallach,2021,12,8,1,0.089,0.041,Negative
304,The customer service over phone is worst and wait time too,"The customer service over phone is worst and wait time too.The customer service over phone is time consuming. I had to wait half an hour to connect to customer service agent. There is no option to know what is my number in the queue. You may be waiting endless time and if lucky then early bird winner to connect your phone. My query wasn't resolved over phone. I was advised to fill the form over website and some will contact me.Its shame that professionally managed company has such bad practices at work, incomplete solutions for their own disposal. I am quite disappointed.I was looking for information on my bill which was charged when I have not even received SIM card. I wanted to secure refund but customer service agent handed me a link vodafone-uk/fraud/protectme/ I will fill it and lets see where it goes",Sachin,2021,12,8,1,0.076,0.058,Negative
305,Broadband & WiFi dongle incompetence,Broadband is down for 3 weeks with BT open reach contracted to fix with a further week expected to rectify. Vodafone offer compensation but no help at alternative broadband solutions like a WiFi dongle. I was then made aware by another rep at EE they should’ve offered me this if they knew it was long term issue. So I ordered a WiFi dongle online and it arrived 4 days later and … it doesn’t work!!! Webchat said it will take 24 hours to resolve…. Still no fix. Phone up and speak to the rudest customer rep by the name of Zamir (who refused to give me his full name) he put me on hold for 20 minutes then cut me off! I will be sending the dongle back along with cancelling my broadband service. Utterly useless,Stefan Burnett,2021,12,8,1,0.156,0.066,Negative
306,Vodafone has to be one of the worst…,Vodafone has to be one of the worst companies I have ever dealt with - their customer service is non existent although if you search their website they seem to have a service advising other companies on delivering customer service!!  If you run a business don't touch them as you will spend hours trying to sort out their mistakes.  Many times I've tried to use their telephone services usually  to be cut off after about 10 or 15 minutes.Use to be an ok company but now so unbelievable awful - you can't speak to anybody and if you go on webchat be prepared for a long wait between responses as they obviously dealing with multiple  customers - took nearly 30 minutes just to get through security checks!!! Another half an hour and then contact decided to cut me off unbelievable.  Vodafone in breach of GDPR rules.,F leishman,2021,12,8,1,0.083,0.092,Positive
307,Still awaiting a reply,Still awaiting a reply from these jokers it’s been 18 days since I made a complaint & the complaints team haven been in touch & day 4 since my complaint to the social media team who in fairness did reply saying there very busy and would get round to my complaint but 4 days to get to a complaint they must be a really company & I now just learn’t my credit score took a big hit this has took me close to 6 yrs to get it up & these clowns to ruin in 6 days thank you VODAFONE,Mr Rhodes,2021,12,8,1,0.149,0.068,Negative
308,Absolute nightmare,Absolute nightmare. Got stuck with a contract with them that took me down Kafkaesque nightmares trying to get it cancelled or updated. Wasted hundreds of pounds and hours of my time in frustration and confusion due to their convoluted rules and awful customer service. Stay away.,Izzy Posen,2021,12,8,1,0.284,0,Negative
309,I would never use Vodafone again and I…,"I would never use Vodafone again and I would sway everyone I know that's considering changing the company they use. Vodafone have caused me stress and negativity impacted my credit rating through their own incompetence. Receiving a letter recently October 2021 from a debt collection agency! Asking for money from 2018 when I left! Not a single letter, email, phone call from Vodafone. This was finally  cleared by Vodafone. I then discover they are on my credit report as a default 2 months later! Apparently now that is being sorted by them. I don’t quite trust that, And a SORRY does not compensate! Stay clear of them!!",Stacey,2021,12,8,1,0.154,0.091,Negative
310,The worst customer service ever!,The worst customer service ever!I hate this company and I still need to wait until my contract ends. This is a mess. Horrible!!!!,Madalina B,2021,12,7,1,0.389,0,Negative
311,Will I get my phone???,Ordered my Pixel pro on the 27th of November and paid for delivery which was supposed to be on 30 November. This has come and gone and have to say the customer service have been totally useless. Every time you call/web chat your are advised the phone will come in 24/48 hours. I am really tired of all this and stop using DPD as an excuse as end of the day I purchased the phone from you and not them. Would be nice to have better communication other then a text to tell me there is a delay and NOT to contact the call centre......I don't have facebook or twitter so don't advise to contact you through these means. Please just help me get my phone!,Usman,2021,12,7,1,0.079,0.09,Positive
312,I ordered a phone and paid £600 upfront…,"I ordered a phone and paid £600 upfront on a credit card. Was told phone was on back order, 4 weeks. Chased after 5 weeks. Told it would be there the next day or two at the latest. Nothing a week later so went on to chat to cancel. After 2 hours of too and froing, I was told not possible to cancel by chat, you need to  phone this number. Phoned number. Spoke to Mark (lovely chap) after 40 mins he said they had issues with DPD and the phone was ""somewhere"" in a warehouse in a crate in a queue for dispatch. However, he didn't know where and he wasn't allowed to cancel the contract. I insisted and he passed me to the lovely Ian who was my  conflict resolution manager. Agreed with me completely and said ""No, you cant cancel your order"". Really, consumer rights act, not despatched, 14 days and all that stuff and the page displayed on the vodafone uk website explaining that regardless of any conflict this page take precedence, and you still wont cancel it for me Ian? ""Sorry sir, you have misunderstood me, I am not refusing to cancel your order, I am simply unable to cancel it for you"". I will escalate your unhappiness to our corporate division. They will be in touch within 72 hours to discuss your situation. 5 days ago and not so much as a call from anyone, let alone corporate - maybe they ordered their phone from Vodafone uk, in which case I may never hear from them. So, no phone, wont cancel it for me, wont return my £600, no idea where the phone is, no idea when it might be despatched and no idea in general really! Look at the Vodafone Facebook page. Click on the very first post on the page and view the comments, there are hundreds of people in this exact position venting their unhappiness and getting nowhere. If this is the same as you, contact Ofcom through their website. Call your local trading standards officer and explain it is about the Vodafone delivery and refusal to cancel issues that are currently happening. Trust me, they are very helpful.Shame on you Vodafone, there is no reason to behave so badly towards people who would have been loyal and profitable customers.",Andrew,2021,12,7,1,0.125,0.055,Negative
313,Shockingly bad service,"Shockingly bad service . Avoid at all cost. I ordered a phone 12 days ago and was promised “next day delivery”. The next day I received as sms apologising for 1-2 days delays. After waiting online for 30 minutes, I finally chatted with a customer rep who apologised  and promised it will be here today. Of course, my phone has not arrived . Not sure if Vodafone are run by incompetent or dishonest people. But best to avoid either way",Mano,2021,12,7,1,0.18,0.149,Negative
314,Ordered my new phone at store in…,Ordered my new phone at store in Edinburgh on 21 /11/21..have been would get it on23/11..Still not arrived.. Vodafone blamingDPD. I now can't track my order which was paid upfront.Customer service can take up to 45 mins to answer.. Unhappy customer,Robert White,2021,12,7,1,0.067,0,Negative
315,Avoid like you would a cough of a COVID patient!,I ordered a sim only contract at 16:57. Order number: WEB-0001000017647088. I have spent the past 60 minutes cancelling this order. It is a 12 month sim only contract. I said to transfer my number using my pac code on the 16th December 2021. So I am not YET a customer. You haven't even dispatched it yet. I have been speaking for 25 minutes with a USELES online provider who does not seem to understand English. I am currently on the phone to you and have been holding for 35 minutes! and still I doubt you will answer in the next 30 minutes! I want to CANCEL the contract ASAP. I am well within my rights as its not even day 1 of my 14 day cooling off period! You do not even have an EMAIL address I can sent this complaint to!,Maz,2021,12,7,1,0.078,0.044,Negative
316,Poor service - misinformed by agents,Poor service. Misinformed by different agents who just tell you anything to get you off the phone. No broadband for 10 days & been given 4 deadlines which have all been missed. Called back today only to be told it may be down for another 10 days.,John Smith ,2021,12,7,1,0.198,0,Negative
317,Ordered a s21 ultra on 26th delivery on…,"Ordered a s21 ultra on 26th delivery on Monday,  Monday come and went used Webchat they promised by Wednesday that come and went then promised Friday no phone , spoke to someone promised next day delivery expect won't be a Saturday because I didn't pay for weekend delivery so it would be Monday,  think vodafone is scam now took upfront payment set up direct debit and that's it , left without phone now because my old one ran out",Daniel Strong,2021,12,7,1,0.071,0.106,Positive
318,Terrible Company - AVOID,Terrible Company. Avoid them at all costs for getting broadband installed. Snakeoil salesmen that will spin you stories every time you call up. Broadband was due in for installation on 26th. Engineer on the day said someone else would be over in a few days to finalise everything. Nothing. Not a whisper from them. Called back and was told they would arrive on this date ONE HUNDRED PERCENT. Nothing again. Eventually ended up having to cancel as we can't keep being lied to by the vodaphone staff.,Blake,2021,12,7,1,0.081,0.024,Negative
319,I'd rate 0 if I could,"I'd rate 0 if I could, constantly having to speak to them every month about my bill, I pay £70 a month for my bill but nearly every month I am missing a month so my bill is £100+ a month because im ""behind on payments"" im not then I asked to set up a direct debit on the online chat department and they didn't even set one up, had to phone them 4 times just to speak to a human because they constantly end the call after the robot thing then after 30 mins of waiting finally get though, I will say the guy on the phone was very helpful, and he even said don't get why it didBht having a ""phone bill owed everymonth"" baffles me I must of payed them double to what I should of done this year, please avoid!!",Paige,2021,12,7,1,0.049,0.055,Positive
320,Falsely advertised a free gift…,"Falsely advertised a free gift promotion (Google Stadia). Called them over 10 times to resolve the issue with no luck. One department refers to the other, which refers you back. Illegal practices coupled with negligence and complete incompetence. Avoid.",Ash Arora,2021,12,7,1,0.213,0.222,Positive
321,Having spent 10+ years with 3 I moved…,"Having spent 10+ years with 3 I moved to Vodafone because of an offer that was too good to refuse... and though it would have cost me an extra £40 per month to stay with 3 I wish I had refused it.Being with Vodafone is the contract equivalent of going on holiday with the McCann's, sure it looks appealing initially but in little to no time you realise how bad an idea it is and you can cry for help all you want... nobody is coming.Their entire Customer experience is set up to make it as difficult as possible for you to get assistance in a way that is convenient to you the customer, because they have your money already they no longer need to listen to you.If I had the option of staying with Vodafone for the rest of my life or peeling off all the skin on my body one layer at a time in a vinegar bath I'd be half stripped and ready to cut by now.  Unfortunately I don't have the option, and I have two more calendars before I can un-f myself from this dreadful company.",Dave Louden,2021,12,7,1,0.139,0.068,Negative
322,Thieves- totally stealing from me for…,Thieves- totally stealing from me for months despite I have not using the number and having asked for downgrade. Spent months and hours on the chat where they were suggesting that they will refund me - they never did. Stay away from Vodafone,SELIN APIKYAN,2021,12,7,1,0.183,0,Negative
323,Terrible policies and customer support,"I bought a 30 day sim for a 4g dongle and cancelled it within the first month. 4 months later I am still struggling to get this account closed, the customer support is useless and the security procedures they have in place don't work. They cant verify who I am because I don't have a vodaphone phone number, so I cant log in to my account so I cant close it. Madness",Customer,2021,12,7,1,0.106,0.123,Positive
324,Disappointing to say the least.,"Where to begin? Just had my complaint resolved by someone who wasn't the person dealing with my query. Was told since I don't have a Vodafone account no goodwill gestures etc can be sent? Surely a company as big as Vodafone would realise the benefits of continuity regarding who you are dealing with.Needless to say, the next time I see a deal on their site, I'll be ignoring.",fed_up,2021,12,7,1,0.099,0.105,Positive
325,Switch broadband FAIL 5 days so far,"FAIL:  Switching broadband from TalkTalk to Vodafone.  Arranged 18 Nov and letter received, scheduled for 3 Dec 21, still waiting 7 Dec:  no router from Vodafone but the TalkTalk service was cut off 3 Dec.  Several hour long phone call waits with Vodafone, cannot get online chat, 3rd call got me unlimited data on my Vodafone cellphone and I connected my Mac, but no TV etc.  WHAT is the problem:  failure of delivery service, or lack of stock of routers?Now special ordered, promised in next 24-48 hours.",Bob Hankinson,2021,12,7,2,0.203,0.067,Negative
326,Terrible customer service,"Vodafone are brilliant with new customers but have a problem when you’re already with them? Good luck! Their online service tells you to ring and when you do ring an automated message tells you to try online! The only way I got through to them once was by calling through as a new customer, they answered within seconds even though there’s no agents to take your call if you’re an existing customer! Absolutely shocking customer service!!",Nicole,2021,12,7,1,0.13,0.115,Negative
327,Absolute garbage customer Service,"How I'm I still with this shambles of a company after 25 years? definitely changing this time they have become incompetent beyond belief, I've been trying to call them all morning and their prompt service takes you to ""Sorry we cannot answer this call"" after 10 minutes of press 1 for this press 2 for that. Obviously don't care about their customers at all",Phil Jones,2021,12,7,1,0.107,0.041,Negative
328,Very poor customer service,"I have been a Vodafone customer for some years now with a phone contract and a broad band on a Galaxy tablet a Vodafone salesman talked me to buy and given to my son as an Xmas present.24 month contract expires 17 December and I recieved a text informing me 5 December 21 and that charges of an amount will start.I did not want to use data and clearly almost never used the data on the tablet I also asked about a new phone contract on top of the one I already have .I was on chat for 1 hour and 15 minutes and after due to Vodafone wanting to charge me for my tablet until January because I did not give them notice 30 days even though I had a 24 month contract not 25 months.I refuse that I have to pay over so I have decided not to take on an extra phone contract I will not renew my current contract in June 2022 in fact Vodafone customer service is so poor I can not believe !I asked for a transcript from chat help Laura she told me to click on icon letter and give my email then send. I did no chat transcript in my email.I did recieve an email from cancellations telling me if there is anything they can do to help to call. I did today had to wait 15 mins for a adviser then through security questions told her everything that had happened and how disappointed I am. I then asked why I have not recieved a copy of my transcript .she asked me to go on hold which I did while she spoke to her supervisor. She came back after some minutes and said I have to call complaints and asked if I wanted the number.I could not believe what I was hearing I asked if she could get them to call me as I am at work and reminded her the time I spent yesterday 1 hour 15mins and 20 minutes today plus she said she is not in that department but clearly in there email they say if they got something wrong they will try to put right. Not Vodafone waste of time really I would not recommend any person taking a contract with Vodafone.I have always paid my bills never missed a month hardly use most of my data Vodafone you use to be Top now I'm afraid you have slipped miserable to bottomAfter my experience I feel drained not important and especially not a valued Vodafone customer.I do hope some one from the dedicated Vodafone tea. Read this atrocious customer serviceI have given 1 star for good connectionThank youBut no Thank you PeterIn response to the reply from Vodafone.have you tried taking your 30 day notice away. Surely if you have a 24 month contract  you know and the customer knows. Not all people have the date end or 30 days prior on their mind 24 months later , I think what would be fair is to contact the customer 30 days prior and remind them give them a chance not to be penalised by having to pay further monies. I paid all the monies on time every month I honoured my contract.  Even more puzzling when your customer calls you to tell you they want to start a new contract and for the one about to expire not to continue  and you do not seem interested to keep that customer then its no wonder Vodafone ratings are so poor.Part of my monthly fees are for the customer service I probably called 3 times in 24 months and that would be on the mobile and broadband contract combined .Even after all I have told you Vodafone still expects me to now contact you again via face book ??Vodafone are you for real ?I will pay the 30 day money for something j have no intention of using purely because the sooner I can escape from having to pay any further monies to a company that does not care or respect there genuine customers.Please do not waste any more of my time My review is about very poor customer service from Vodafone and your response just sums it all upThank youPeter",Peter Brown,2021,12,7,1,0.086,0.074,Negative
